number,name,link,image,position,club,birthplace,height,mv,age
,Fatih Akyel,6857,https://img.a.transfermarkt.technology/portrait/big/s_6857_123_2013_07_25_1.jpg,Right-Back,,İstanbul,180,,44
,Sergen Yalcin,6904,https://img.a.transfermarkt.technology/portrait/big/s_6904_123_2013_07_25_1.jpg,Attacking Midfield,,İstanbul,181,,49
,Caner Celep,7155,https://img.a.transfermarkt.technology/portrait/big/s_7155_1204_2010_1.jpg,Left-Back,,İstanbul,,,38
,Abdullah Ercan,7236,https://img.a.transfermarkt.technology/portrait/big/s_7236_123_2013_03_22_1.jpg,Left Midfield,,İstanbul,182,,50
,Tayfun Seven,7317,https://img.a.transfermarkt.technology/portrait/big/s_7317_2375_2010_1.jpg,Central Midfield,,İstanbul,179,,42
,Erman Özgür,7375,https://img.a.transfermarkt.technology/portrait/big/s_7375_524_2009_1.jpg,Attacking Midfield,,İstanbul,180,,45
,Hakan Hacibektasoglu,8490,https://img.a.transfermarkt.technology/portrait/big/s_8490_126_2013_09_13_1.jpg,Defensive Midfield,,İstanbul,181,,38
,Emirhan Ergün,85666,https://img.a.transfermarkt.technology/portrait/big/s_85666_11502_2010_2.jpg,Goalkeeper,,İstanbul,185,,32
,Erman Ergin,8682,https://img.a.transfermarkt.technology/portrait/big/s_8682_3207_2010_1.jpg,Attacking Midfield,,İstanbul,182,,41
,Orkun Usak,8706,https://img.a.transfermarkt.technology/portrait/big/s_8706_1506_2010_1.jpg,Goalkeeper,,İstanbul,183,,41
,Oktay Derelioglu,4752,https://img.a.transfermarkt.technology/portrait/big/s_Q_oderelioglu.jpg,Centre-Forward,,İstanbul,,,46
,Mert Afyon,85657,https://img.a.transfermarkt.technology/portrait/big/s_Q_s_85657_2008_1.jpg,Centre-Forward,,İstanbul,180,,32
,Ugur Sahin,68209,https://img.a.transfermarkt.technology/portrait/big/T_d_s_68209_2008_1.jpg,Central Midfield,,İstanbul,,,46
,Yasin Sülün,6898,https://img.a.transfermarkt.technology/portrait/big/t_f_s_6898_2007_1.jpg,Defensive Midfield,,İstanbul,183,,44
,Ilyas Kahraman,7044,https://img.a.transfermarkt.technology/portrait/big/T_Y_s_7044_2008_1.jpg,Attacking Midfield,,İstanbul,178,,46
,Harun Temür,50694,https://img.a.transfermarkt.technology/portrait/big/U_r_s_50694_2007_1.jpg,Attacking Midfield,,İstanbul,,,33
,Taylan Isildar,58705,https://img.a.transfermarkt.technology/portrait/big/v_Z_s_58705_2007_1.jpg,Left-Back,,İstanbul,175,,37
,Hasan Yigit,7233,https://img.a.transfermarkt.technology/portrait/big/w_b_s_7233_2007_1.jpg,Right-Back,,İstanbul,179,,47
,Murat Sahin,6942,https://img.a.transfermarkt.technology/portrait/big/w_j_s_6942_524_2008_1.jpg,Goalkeeper,,İstanbul,184,,46
,Halit Güven Kocabal,7163,https://img.a.transfermarkt.technology/portrait/big/x_a_s_7163_2005_1.jpg,Central Midfield,,İstanbul,180,,43
,Özgür Öcal,54554,https://img.a.transfermarkt.technology/portrait/big/X_P_s_54554_2008_1.jpg,Right-Back,,İstanbul,176,,40
,Taner Yapagici,58651,https://img.a.transfermarkt.technology/portrait/big/z_g_s_58651_2007_1.jpg,Defender,,İstanbul,187,,38
42,Cengizhan Sen,1002057,https://img.a.transfermarkt.technology/portrait/big/1002057-1663973268.png,Defensive Midfield,Göztepe,İzmir,,,17
9,Taner Capakcur,1007403,https://img.a.transfermarkt.technology/portrait/big/1007403-1658605910.jpg,Centre-Forward,Kirikkale Büyük Anadolu Spor,İzmir,189,,23
32,Izzet Furkan Malak,1011214,https://img.a.transfermarkt.technology/portrait/big/1011214-1663973453.png,Central Midfield,Göztepe,İzmir,,,17
,Mehmet Al,10128,https://img.a.transfermarkt.technology/portrait/big/10128-1463923321.jpg,Left Winger,,İzmir,177,,39
,Sergen Yapa,1039395,https://img.a.transfermarkt.technology/portrait/big/1039395-1659312051.jpg,midfield,,İzmir,,,30
22,Murat Sevik,1051828,https://img.a.transfermarkt.technology/portrait/big/1051828-1661813521.png,Right-Back,Somaspor,İzmir,,,20
35,Yekta Sönmez,1051830,https://img.a.transfermarkt.technology/portrait/big/1051830-1661730173.png,midfield,24 Erzincanspor,İzmir,,,21
7,Burak Avsar,1053710,https://img.a.transfermarkt.technology/portrait/big/1053710-1662038528.jpg,Left-Back,Osmaniyespor FK,İzmir,189,,20
,Tuna Sezen,1054213,https://img.a.transfermarkt.technology/portrait/big/1054213-1661953763.png,Centre-Forward,Altinordu FK U19,İzmir,189,,16
,Onuralp Cevikkan,1054214,https://img.a.transfermarkt.technology/portrait/big/1054214-1661953799.png,Goalkeeper,Altinordu FK U17,İzmir,189,,16
,Furkan Kacmaz,1054215,https://img.a.transfermarkt.technology/portrait/big/1054215-1661953857.png,Left Winger,Altinordu FK U17,İzmir,176,,16
80,Berkay Atay,1058126,https://img.a.transfermarkt.technology/portrait/big/1058126-1663973494.png,Central Midfield,Göztepe,İzmir,,,17
,Ogulcan Gökce,110691,https://img.a.transfermarkt.technology/portrait/big/110691-1504447719.jpg,Centre-Back,,İzmir,186,,30
14,Erdi Kasapoglu,112618,https://img.a.transfermarkt.technology/portrait/big/112618-1661819039.png,Central Midfield,Nevsehir Belediye Spor,İzmir,174,,32
17,Tufan Deniz Gelen,113730,https://img.a.transfermarkt.technology/portrait/big/113730-1537207225.jpg,Centre-Forward,Belediye Derince Spor,İzmir,,,34
,Emrecan Afacanoglu,114119,https://img.a.transfermarkt.technology/portrait/big/114119-1485700279.jpeg,Centre-Back,,İzmir,189,,31
,Can Akkasli,114120,https://img.a.transfermarkt.technology/portrait/big/114120-1500839473.jpg,Defender,,İzmir,,,36
,Hüseyin Akmaz,114121,https://img.a.transfermarkt.technology/portrait/big/114121-1471360242.jpg,Centre-Back,Bayindirspor,İzmir,,,35
,Altan Aksoy,114122,https://img.a.transfermarkt.technology/portrait/big/114122-1472255218.jpg,Defensive Midfield,,İzmir,,,33
,Aytac Deniz,114127,https://img.a.transfermarkt.technology/portrait/big/114127-1463937856.jpg,Left Winger,Efeler 09 Spor FK,İzmir,180,50000,32
,Samet Dincer,114128,https://img.a.transfermarkt.technology/portrait/big/114128-1470301951.jpg,Goalkeeper,Kinik Belediyespor,İzmir,193,,30
,Süleyman Genal,114129,https://img.a.transfermarkt.technology/portrait/big/114129-1471361119.jpg,Goalkeeper,,İzmir,183,,34
,Ibrahim Idis,114131,https://img.a.transfermarkt.technology/portrait/big/114131-1470120942.jpg,Centre-Forward,,İzmir,180,,32
,Erkan Taskiran,114139,https://img.a.transfermarkt.technology/portrait/big/114139-1463148155.jpg,Left Winger,,İzmir,183,25000,37
,Melih Vardar,114141,https://img.a.transfermarkt.technology/portrait/big/114141-1461005456.jpg,Centre-Forward,,İzmir,180,,29
88,Bekir Yilmaz,114143,https://img.a.transfermarkt.technology/portrait/big/114143-1663352793.png,Central Midfield,Eyüpspor,İzmir,182,75000,34
,Mert Özcanlar,114146,https://img.a.transfermarkt.technology/portrait/big/114146-1467724821.jpg,Second Striker,Gönen Belediyespor,İzmir,,,29
8,Sercan Kaya,114165,https://img.a.transfermarkt.technology/portrait/big/114165-1662217879.jpg,Right Winger,Darica Genclerbirligi,İzmir,172,100000,34
,Sakib Aytac,114491,https://img.a.transfermarkt.technology/portrait/big/114491-1627125306.jpeg,Left-Back,Esenler Erokspor,İzmir,187,100000,30
,Ilyas Cakmak,114493,https://img.a.transfermarkt.technology/portrait/big/114493-1540160917.jpg,Centre-Forward,Viven Bornova FK,İzmir,179,50000,34
,Özgür Ileri,114499,https://img.a.transfermarkt.technology/portrait/big/114499-1609799368.jpg,Defensive Midfield,,İzmir,188,75000,34
,Volkan Zemen,114513,https://img.a.transfermarkt.technology/portrait/big/114513-1462572444.jpg,Centre-Back,Suvermez Kapadokya Spor,İzmir,,,35
,Koray Uysal,114592,https://img.a.transfermarkt.technology/portrait/big/114592-1473166570.jpg,Left-Back,,İzmir,,,38
,Burak Cengiz,114734,https://img.a.transfermarkt.technology/portrait/big/114734-1461009612.jpg,Goalkeeper,Güzelbahce Belediyespor,İzmir,,,35
,Serkan Yilmaz,115177,https://img.a.transfermarkt.technology/portrait/big/115177-1465042072.jpg,Right-Back,,İzmir,,,35
,Bahadir Kaya,123590,https://img.a.transfermarkt.technology/portrait/big/123590-1465576555.jpg,Goalkeeper,,İzmir,,,33
35,Oguz Özden,126430,https://img.a.transfermarkt.technology/portrait/big/126430-1463164348.jpg,Centre-Back,Fethiyespor,İzmir,190,100000,32
,Akin Acik,134500,https://img.a.transfermarkt.technology/portrait/big/134500-1511022814.jpg,Right Winger,Mus 1984 Musspor,İzmir,,,29
,Mustafa Kicikli,134520,https://img.a.transfermarkt.technology/portrait/big/134520-1469053038.jpg,Defender,,İzmir,,,30
,Zekeriya Kacaroglu,134521,https://img.a.transfermarkt.technology/portrait/big/134521-1508269502.jpg,Right-Back,Viven Bornova FK,İzmir,175,,29
,Dogukan Mesekoparan,134526,https://img.a.transfermarkt.technology/portrait/big/134526-1480166511.jpeg,Centre-Back,,İzmir,,,30
97,Onur Sirin,134535,https://img.a.transfermarkt.technology/portrait/big/134535-1504128533.jpg,Centre-Back,Belediye Kütahyaspor,İzmir,,,30
,Ekrem Solak,134536,https://img.a.transfermarkt.technology/portrait/big/134536-1483567543.jpeg,Attacking Midfield,Ürgüpspor,İzmir,,,30
,Habib Uzun,134539,https://img.a.transfermarkt.technology/portrait/big/134539-1463083465.jpg,Centre-Forward,Anadolu Üniversitesi,İzmir,,,30
10,Ilker Sayan,137614,https://img.a.transfermarkt.technology/portrait/big/137614-1546172266.jpg,Right Winger,Diyarbekir Spor,İzmir,,125000,29
35,Okay Yokuslu,137616,https://img.a.transfermarkt.technology/portrait/big/137616-1622209423.jpg,Defensive Midfield,West Bromwich Albion,İzmir,191,4000000,28
,Ahmet Yakak,138349,https://img.a.transfermarkt.technology/portrait/big/138349-1645887454.png,Centre-Back,,İzmir,,,43
77,Ismail Haktan Odabasi,139956,https://img.a.transfermarkt.technology/portrait/big/139956-1606404854.jpeg,Right Winger,1461 Trabzon FK,İzmir,178,50000,31
,Cüneyt Abdi,144404,https://img.a.transfermarkt.technology/portrait/big/144404-1464478725.jpg,Centre-Back,Kinik Belediyespor,İzmir,,,33
,Kadir Burak Akcay,144405,https://img.a.transfermarkt.technology/portrait/big/144405-1552523017.jpg,attack,,İzmir,,,34
,Halit Keser,144413,https://img.a.transfermarkt.technology/portrait/big/144413-1552522550.jpg,midfield,Bornova 1881 Spor,İzmir,,,33
,Hasan Tokgöz,144415,https://img.a.transfermarkt.technology/portrait/big/144415-1497469524.jpeg,midfield,,İzmir,,,33
,Abdi Aktas,144420,https://img.a.transfermarkt.technology/portrait/big/144420-1587217828.jpg,Centre-Forward,,İzmir,182,,47
,Sevket Güngör,144443,https://img.a.transfermarkt.technology/portrait/big/144443-1497981434.jpeg,Centre-Back,Yunus Emre Belediye Spor,İzmir,,,34
,Bahattin Karacelik,144479,https://img.a.transfermarkt.technology/portrait/big/144479-1478995082.jpg,attack,,İzmir,,,34
,Kerem Gülbahar,144504,https://img.a.transfermarkt.technology/portrait/big/144504-1504367489.jpg,Left-Back,,İzmir,182,,38
,Emir Bagci,144511,https://img.a.transfermarkt.technology/portrait/big/144511-1465157912.jpg,Left-Back,,İzmir,,,31
,Ismail Dinler,144593,https://img.a.transfermarkt.technology/portrait/big/144593-1487106238.jpeg,Left-Back,,İzmir,180,,38
,Serhat Caglar,144634,https://img.a.transfermarkt.technology/portrait/big/144634-1465499780.jpg,Goalkeeper,Torosgücü,İzmir,,,34
,Evren Özsu,144639,https://img.a.transfermarkt.technology/portrait/big/144639-1465041553.jpg,Centre-Back,Narlidere Belediyesi Genclik Ve Spor,İzmir,,,42
,Hüseyin Celik,144726,https://img.a.transfermarkt.technology/portrait/big/144726-1600005755.jpg,Centre-Forward,Cesme Belediyespor,İzmir,,,34
,Muhammet Hastürk,145033,https://img.a.transfermarkt.technology/portrait/big/145033-1460842369.jpg,Centre-Back,,İzmir,,,32
61,Bülent Cevahir,147518,https://img.a.transfermarkt.technology/portrait/big/147518-1612445881.jpeg,Left-Back,Boluspor,İzmir,171,150000,30
3,Hüsnü Baskurt,147560,https://img.a.transfermarkt.technology/portrait/big/147560-1478292687.jpg,Left-Back,Sariyer,İzmir,174,25000,32
,Hasan Erbey,153846,https://img.a.transfermarkt.technology/portrait/big/153846-1584392759.jpg,Centre-Back,Yesil Varto Spor,İzmir,183,,31
,Serhat Hürriyet,154942,https://img.a.transfermarkt.technology/portrait/big/154942-1639849967.png,Centre-Back,Gönen Belediyespor,İzmir,195,,30
,Emrah Umut,15509,https://img.a.transfermarkt.technology/portrait/big/15509-1575929876.jpeg,Centre-Back,,İzmir,181,,40
,Caner Akgün,157174,https://img.a.transfermarkt.technology/portrait/big/157174-1652646253.jpg,Attacking Midfield,Gaziemir Genclik Ve Spor,İzmir,,,30
35,Ali Sasal Vural,157178,https://img.a.transfermarkt.technology/portrait/big/157178-1566990215.jpg,Goalkeeper,Sivasspor,İzmir,187,750000,32
,Serkan Yalcin,159890,https://img.a.transfermarkt.technology/portrait/big/159890-1463872447.jpg,Centre-Back,,İzmir,183,,39
35,Aytac Kara,159908,https://img.a.transfermarkt.technology/portrait/big/159908-1626261161.jpg,Defensive Midfield,Kasimpasa,İzmir,188,1000000,29
,Dogan Altinkaya,159942,https://img.a.transfermarkt.technology/portrait/big/159942-1547666058.jpg,Left-Back,,İzmir,,,37
,Ugur Köprülü,160774,https://img.a.transfermarkt.technology/portrait/big/160774-1538513575.jpg,Goalkeeper,Tokat Belediye Plevne Spor,İzmir,,,30
24,Abdullah Basdas,163539,https://img.a.transfermarkt.technology/portrait/big/163539-1631775473.jpg,Attacking Midfield,SG Aumund-Vegesack,İzmir,175,,
,Ferhat Karakaya,165148,https://img.a.transfermarkt.technology/portrait/big/165148-1472382700.jpg,Centre-Back,Tire Belediyespor,İzmir,185,,30
,Mustafa Özgen,169893,https://img.a.transfermarkt.technology/portrait/big/169893-1461701243.jpg,Centre-Back,,İzmir,,,39
,Serhat Tasci,170079,https://img.a.transfermarkt.technology/portrait/big/170079-1498160963.jpg,Goalkeeper,,İzmir,186,,34
,Aytac Gülen,170080,https://img.a.transfermarkt.technology/portrait/big/170080-1466899809.jpg,Right-Back,,İzmir,,,32
,Cenk Laleci,170082,https://img.a.transfermarkt.technology/portrait/big/170082-1500838701.jpg,midfield,,İzmir,,,41
,Soner Ari,170086,https://img.a.transfermarkt.technology/portrait/big/170086-1466337809.jpg,midfield,,İzmir,,,33
,Erman Balaban,170088,https://img.a.transfermarkt.technology/portrait/big/170088-1500839541.jpg,Goalkeeper,,İzmir,,,36
25,Murat Erdemir,170089,https://img.a.transfermarkt.technology/portrait/big/170089-1652909189.png,Defensive Midfield,Sapanca Genclikspor,İzmir,,,33
,Salih Kilavuz,170090,https://img.a.transfermarkt.technology/portrait/big/170090-1464475545.jpg,Defender,Yunus Emre Belediye Spor,İzmir,,,36
,Mustafa Yildirim,170092,https://img.a.transfermarkt.technology/portrait/big/170092-1465044523.jpg,attack,Milas Belediyesi Becin Genclik Spor,İzmir,,,35
4,Erkan Degismez,170120,https://img.a.transfermarkt.technology/portrait/big/170120-1647119218.png,Central Midfield,Bodrumspor,İzmir,,75000,36
5,Efe Karaoglu,170199,https://img.a.transfermarkt.technology/portrait/big/170199-1516395919.jpg,Centre-Back,Belediye Derince Spor,İzmir,188,,33
5,Onur Özcan,170210,https://img.a.transfermarkt.technology/portrait/big/170210-1463085972.jpg,Centre-Back,Bucaspor 1928 ,İzmir,190,150000,30
53,Orhan Ovacikli,170239,https://img.a.transfermarkt.technology/portrait/big/170239-1566831089.jpg,Right-Back,Erzurumspor FK,İzmir,179,125000,33
,Emin Ergün,170275,https://img.a.transfermarkt.technology/portrait/big/170275-1468850677.jpg,Centre-Back,Bigaspor,İzmir,,,33
,Aykut Dörtbudak,170510,https://img.a.transfermarkt.technology/portrait/big/170510-1468708451.jpg,Centre-Forward,,İzmir,,,31
,Fettah Kocanali,170596,https://img.a.transfermarkt.technology/portrait/big/170596-1488293009.jpeg,Defender,,İzmir,,,41
,Caner Özvardar,170597,https://img.a.transfermarkt.technology/portrait/big/170597-1470120869.jpg,Left Winger,,İzmir,185,,30
,Mehmet Incebacak,170647,https://img.a.transfermarkt.technology/portrait/big/170647-1637520546.png,Central Midfield,Antalya Kemerspor,İzmir,177,,31
,Ibrahim Akin,17123,https://img.a.transfermarkt.technology/portrait/big/17123-1547879588.jpeg,Left Winger,,İzmir,183,,38
,Mert Gencer,176539,https://img.a.transfermarkt.technology/portrait/big/176539-1478638681.jpg,Defender,Aliaga Belediyesi Helvaci GSK,İzmir,,,29
,Umut Aslan,176992,https://img.a.transfermarkt.technology/portrait/big/176992-1462658152.jpg,Left Winger,Kücükcekmece Sinop Spor,İzmir,170,,29
2,Ömer Kandemir,177003,https://img.a.transfermarkt.technology/portrait/big/177003-1587068798.jpg,Right-Back,Isparta 32 Spor,İzmir,172,50000,29
1,Ozan Özenc,177852,https://img.a.transfermarkt.technology/portrait/big/177852-1660675736.png,Goalkeeper,Altay SK,İzmir,190,50000,29
,Nihat Sahin,179454,https://img.a.transfermarkt.technology/portrait/big/179454-1537719569.jpg,Goalkeeper,Muglaspor,İzmir,191,,33
,Sercan Sen,182394,https://img.a.transfermarkt.technology/portrait/big/182394-1474057231.jpg,Goalkeeper,Alacatispor Kulübü,İzmir,,,28
,Mert Can Dadan,182922,https://img.a.transfermarkt.technology/portrait/big/182922-1476124096.jpg,Goalkeeper,,İzmir,,,30
,Anil Özönerli,184274,https://img.a.transfermarkt.technology/portrait/big/184274-1504448630.jpg,Centre-Back,,İzmir,195,,30
,Oguzhan Öztürk,184276,https://img.a.transfermarkt.technology/portrait/big/184276-1463172878.jpg,Centre-Back,Yataganspor,İzmir,192,,30
,Halil Karatas,184278,https://img.a.transfermarkt.technology/portrait/big/184278-1463150161.jpg,Right Winger,Ödemis Spor,İzmir,,,42
,Güney Gürbüz,184445,https://img.a.transfermarkt.technology/portrait/big/184445-1471782057.jpg,Right Winger,,İzmir,,,29
,Alican Özaltun,185845,https://img.a.transfermarkt.technology/portrait/big/185845-1508102928.jpg,Left-Back,Söke Spor,İzmir,,,31
,Serkan Bakar,186042,https://img.a.transfermarkt.technology/portrait/big/186042-1553882375.jpg,Goalkeeper,,İzmir,,,35
22,Metin Peker,186371,https://img.a.transfermarkt.technology/portrait/big/186371-1538225647.png,Centre-Back,Karsiyaka,İzmir,183,,29
3,Cenk Özbey,186517,https://img.a.transfermarkt.technology/portrait/big/186517-1538225583.png,Centre-Back,Karsiyaka,İzmir,185,,31
,Vahdet Kilkislilar,198650,https://img.a.transfermarkt.technology/portrait/big/198650-1568925398.jpg,Central Midfield,Alasehir Belediyespor,İzmir,177,,30
,Yilmaz Özeren,199989,https://img.a.transfermarkt.technology/portrait/big/199989-1596383840.jpeg,Central Midfield,Inegölspor,İzmir,177,,33
22,Ismet Kavustu,200625,https://img.a.transfermarkt.technology/portrait/big/200625-1546722451.jpg,Centre-Back,Isparta 32 Spor,İzmir,182,150000,28
35,Mert Cakar,202239,https://img.a.transfermarkt.technology/portrait/big/202239-1534452656.jpg,Central Midfield,Beyoglu Yeni Carsi FK,İzmir,,50000,30
,Ismet Gökseloglu,203129,https://img.a.transfermarkt.technology/portrait/big/203129-1464974666.jpg,Attacking Midfield,,İzmir,,,28
,Cagri Gülcü,204185,https://img.a.transfermarkt.technology/portrait/big/204185-1662293029.png,Attacking Midfield,Aliaga FK,İzmir,,,27
,Hasan Karakas,204187,https://img.a.transfermarkt.technology/portrait/big/204187-1477336076.jpg,Right Midfield,,İzmir,,,27
,Onur Yilmaz,204206,https://img.a.transfermarkt.technology/portrait/big/204206-1581689467.jpg,Centre-Back,Manisaspor,İzmir,,,27
,Orcun Akgün,209566,https://img.a.transfermarkt.technology/portrait/big/209566-1466338628.jpg,attack,,İzmir,,,35
,Mehmet Mert Özkaptan,209573,https://img.a.transfermarkt.technology/portrait/big/209573-1600511665.jpg,Attacking Midfield,Corlu Spor 1947,İzmir,180,,32
,Mustafa Arslan,209848,https://img.a.transfermarkt.technology/portrait/big/209848-1478292387.jpg,Goalkeeper,Boyabat 1868 Spor,İzmir,187,,29
,Arif Erten,211122,https://img.a.transfermarkt.technology/portrait/big/211122-1471380570.jpg,Goalkeeper,Etispor,İzmir,190,,28
9,Hüsamettin Yener,211133,https://img.a.transfermarkt.technology/portrait/big/211133-1663973857.png,Centre-Forward,Göztepe,İzmir,183,350000,27
35,Halil Akbunar,212229,https://img.a.transfermarkt.technology/portrait/big/212229-1599995155.jpeg,Right Winger,KVC Westerlo,İzmir,167,3000000,28
70,Berk Yildiz,212325,https://img.a.transfermarkt.technology/portrait/big/212325-1638566193.jpeg,Left Winger,Adana Demirspor,İzmir,178,450000,26
1,Göktug Bakirbas,213990,https://img.a.transfermarkt.technology/portrait/big/213990-1612718145.png,Goalkeeper,Erzurumspor FK,İzmir,196,100000,26
,Zahid Kaya,213992,https://img.a.transfermarkt.technology/portrait/big/213992-1462630575.jpg,Centre-Back,Torosgücü,İzmir,185,,27
22,Ali Firat Okur,223134,https://img.a.transfermarkt.technology/portrait/big/223134-1550249714.jpg,Centre-Back,Batman Petrolspor,İzmir,183,150000,29
,Koray Inan,224046,https://img.a.transfermarkt.technology/portrait/big/224046-1462634187.jpg,Right Winger,,İzmir,,,27
35,Berkant Taskiran,226272,https://img.a.transfermarkt.technology/portrait/big/226272-1577197254.jpeg,Central Midfield,Mus 1984 Musspor,İzmir,,,27
35,Batuhan Isciler,226281,https://img.a.transfermarkt.technology/portrait/big/226281-1618933787.png,Left-Back,Boluspor,İzmir,178,100000,27
,Mustafa Denizli,229255,https://img.a.transfermarkt.technology/portrait/big/229255-1636550736.jpeg,Left Winger,,İzmir,178,,72
,Güray Kula,231438,https://img.a.transfermarkt.technology/portrait/big/231438-1461701292.jpg,Centre-Back,,İzmir,,,37
,Gökhan Ant,232169,https://img.a.transfermarkt.technology/portrait/big/232169-1471381586.jpg,Goalkeeper,Bornova Yesilova Spor,İzmir,,,36
28,Halil Yilmaz,242027,https://img.a.transfermarkt.technology/portrait/big/242027-1504633618.jpg,Left Winger,Karaköprü Belediye Spor,İzmir,176,,29
35,Kurtulus Yurt,242512,https://img.a.transfermarkt.technology/portrait/big/242512-1578913156.jpg,Goalkeeper,Diyarbekir Spor,İzmir,187,75000,32
,Lider Koc,242571,https://img.a.transfermarkt.technology/portrait/big/242571-1473417235.jpg,Right-Back,Cayirova Spor,İzmir,178,,34
,Egecan Cevir,242879,https://img.a.transfermarkt.technology/portrait/big/242879-1472382823.jpg,Left Winger,Cigli Belediyespor,İzmir,186,,30
,Mert Kurt,244790,https://img.a.transfermarkt.technology/portrait/big/244790-1471381407.jpg,midfield,Nizipspor,İzmir,,,29
,Adem Agirbas,245282,https://img.a.transfermarkt.technology/portrait/big/245282-1462633779.jpg,midfield,,İzmir,,,28
,Anil Cetin,246107,https://img.a.transfermarkt.technology/portrait/big/246107-1645657708.png,Defensive Midfield,Carsambaspor,İzmir,,,30
,Kaan Akar,247398,https://img.a.transfermarkt.technology/portrait/big/247398-1464475642.jpg,Centre-Forward,Gönen Belediyespor,İzmir,,,35
,Taner Cekic,247607,https://img.a.transfermarkt.technology/portrait/big/247607-1611697722.jpg,Central Midfield,Cankurtaran,İzmir,,,27
,Onur Kocak,247627,https://img.a.transfermarkt.technology/portrait/big/247627-1588530223.jpg,Centre-Back,,İzmir,,,39
,Ugur Karakoc,247943,https://img.a.transfermarkt.technology/portrait/big/247943-1537127930.jpg,Left Winger,Cigli Belediyespor,İzmir,,,32
35,Cenk Yilmaz,247971,https://img.a.transfermarkt.technology/portrait/big/247971-1463861135.jpg,Right Winger,Anadolu Üniversitesi,İzmir,179,,29
,Samet Göker,248224,https://img.a.transfermarkt.technology/portrait/big/248224-1461432405.jpg,Centre-Back,Bartinspor,İzmir,,,28
,Sercan Karagöz,248374,https://img.a.transfermarkt.technology/portrait/big/248374-1501431300.jpg,Attacking Midfield,Mustafakemalpasaspor Belediye,İzmir,,,28
,Onur Parlar,251101,https://img.a.transfermarkt.technology/portrait/big/251101-1539717904.jpg,Goalkeeper,Viven Bornova FK,İzmir,187,,25
,Yusuf Büküsoglu,251809,https://img.a.transfermarkt.technology/portrait/big/251809-1511548715.jpg,Centre-Back,,İzmir,180,,35
,Okan Kilbas,251821,https://img.a.transfermarkt.technology/portrait/big/251821-1471503746.jpg,Central Midfield,,İzmir,,,28
8,Furkan Tusik,251826,https://img.a.transfermarkt.technology/portrait/big/251826-1604838328.jpg,Defensive Midfield,Efeler 09 Spor FK,İzmir,,,29
,Aykut Gecmen,253940,https://img.a.transfermarkt.technology/portrait/big/253940-1468355290.jpg,Left-Back,Torosgücü,İzmir,,,28
,Bora Körk,25550,https://img.a.transfermarkt.technology/portrait/big/25550-1554309505.png,Goalkeeper,,İzmir,187,,42
,Cenk Demirel,255716,https://img.a.transfermarkt.technology/portrait/big/255716-1528030379.jpg,Centre-Forward,,İzmir,,,30
,Battal Demirbilek,256897,https://img.a.transfermarkt.technology/portrait/big/256897-1538226300.png,Attacking Midfield,Cesme Belediyespor,İzmir,183,,29
17,Ali Say,256900,https://img.a.transfermarkt.technology/portrait/big/256900-1639847512.png,Left Winger,68 Aksaray Belediye Spor,İzmir,,,29
,Eren Kartal,257340,https://img.a.transfermarkt.technology/portrait/big/257340-1490455933.jpeg,midfield,,İzmir,,,30
,Gökhan Artun,258669,https://img.a.transfermarkt.technology/portrait/big/258669-1462905252.jpg,Attacking Midfield,Tire 2021 FK,İzmir,170,,27
,Yigit Gülay,261416,https://img.a.transfermarkt.technology/portrait/big/261416-1468355451.jpg,Goalkeeper,,İzmir,,,28
25,Caglar Akbaba,264431,https://img.a.transfermarkt.technology/portrait/big/264431-1601146652.jpeg,Goalkeeper,Boluspor,İzmir,187,450000,27
,Bartu Umut,265951,https://img.a.transfermarkt.technology/portrait/big/265951-1538226358.png,Centre-Forward,Aliaga FK,İzmir,183,,28
77,Ramazan Isik,266759,https://img.a.transfermarkt.technology/portrait/big/266759-1611245721.jpg,Right-Back,GMG Kastamonuspor ,İzmir,179,75000,29
,Yasir Vardar,269419,https://img.a.transfermarkt.technology/portrait/big/269419-1473167796.jpg,Right Midfield,Özcamdibispor,İzmir,,,30
,Ismail Can Üzüm,273988,https://img.a.transfermarkt.technology/portrait/big/273988-1502388112.jpg,Left-Back,,İzmir,183,,27
,Yoldas Gecer,280469,https://img.a.transfermarkt.technology/portrait/big/280469-1612126430.jpeg,Left Winger,Narlidere Belediyesi Genclik Ve Spor,İzmir,171,,27
73,Fethi Özer,280491,https://img.a.transfermarkt.technology/portrait/big/280491-1663352327.png,Centre-Back,Eyüpspor,İzmir,185,300000,25
,Gökdeniz Varol,286448,https://img.a.transfermarkt.technology/portrait/big/286448-1485905344.jpeg,Centre-Forward,Kirsehir Futbol Spor Kulübü,İzmir,,75000,27
,Onur Bilgen,288886,https://img.a.transfermarkt.technology/portrait/big/288886-1476529863.jpg,Defensive Midfield,,İzmir,,,36
,Mert Egeli,289003,https://img.a.transfermarkt.technology/portrait/big/289003-1476529938.jpg,attack,,İzmir,,,28
,Cevdet Topcu,289071,https://img.a.transfermarkt.technology/portrait/big/289071-1538508226.jpg,midfield,,İzmir,,,27
,Kudret Ileri,291677,https://img.a.transfermarkt.technology/portrait/big/291677-1463944327.jpg,Attacking Midfield,Gelikspor,İzmir,,,26
,Güner Okay,291805,https://img.a.transfermarkt.technology/portrait/big/291805-1582985795.jpg,Right Winger,,İzmir,,,30
